"873,7654,11144,17464,22383,28924,53016"
"303,341,4122,4126,4389,9870,44207"
"7403,7616,7676,7737,22411,23883,26141"
"3,5,8,60,66,27865,61409"
"13459,17226,40118,54803,56155,57935,61409"
"1727,1731,1742,1746,9979,10867,11139"
"148,155,193,209,461,477,1826"
"178,303,1608,4122,4126,4389,4393"
"17226,24010,26722,40118,40974,53925,54520"
"4666,18746,22411,23874,50721,51711,54754"
"52,60,66,1412,1429,1440,1457"
"873,926,1241,1423,28905,44227,53453"
"185,186,468,495,10610,24010,54272"
"20,40994,51103,51741,52930,53026,55693"
"8,119,950,24916,39200,50715,51741"
"3034,5319,53390,53402,53470,53508,54764"
"1731,10878,13459,22018,22415,24954,39189"
"873,891,7654,10766,19227,26673,51722"
"4666,5100,22018,26590,50721,54520,55147"
"3619,4404,53042,53470,53508,53514,53607"
"480,3243,7236,11014,24968,54481,54744"
"5769,18746,40118,51119,51803,54520,54803"
"5319,53514,54481,54744,54878,55432,56275"
"33819,51756,54811,55140,55182,55291,56289"
"155,300,303,1012,1731,2363,54272"
"172,178,198,2144,7115,29622,53734"
"52,40118,54526,55134,55165,55698,56824"
"66,130,1412,10933,10952,10972,26850"
"198,278,292,300,1012,16896,54803"
"873,968,2351,2363,4679,51154,53470"
"11026,17795,18759,19241,19690,24484,24909"
"3243,17795,19227,19690,44207,54520,54803"
"452,507,8419,26636,27508,40118,40129"
"1241,1731,5758,9990,10867,17492,57942"
"50621,51055,51803,52376,53658,53734,53928"
"26815,27552,53952,54729,54741,55604,55703"
"119,148,223,4126,4401,28962,40129"
"3243,10610,11014,53294,53422,54764,56275"
"17795,18759,19241,19690,24484,24909,26157"
"7403,19227,19686,28748,35828,51803,53026"
"3619,5534,7236,39200,53271,53294,53402"
"254,3712,4404,19210,26693,26722,27801"
"9990,10878,11144,11179,18746,27912,51771"
"341,9990,27508,27552,53708,54818,55604"
"252,1627,4122,26141,27921,28742,50681"
"247,873,1012,5534,40740,51681,60360"
"3243,18746,22018,22411,23883,27912,28873"
"223,303,926,4126,4393,9870,11144"
"9990,14464,22415,24954,26656,40134,54754"
"10878,22874,26590,28917,40266,50721,54520"
"4666,7403,10878,22415,23874,27865,28917"
"501,1510,12881,22406,41037,51700,54754"
"942,1241,2363,11139,44640,51154,51687"
"4666,10151,11486,17514,26839,27879,40138"
"468,9990,24930,27755,27938,28725,61012"
"105,1670,35617,40118,54520,56575,56940"
"24405,26647,28962,29422,35617,37299,63055"
